city,name,img,building_page-href,height,date_start,date_end,floors,tags,description
Osaka,Edobori Center Building,http://skyscraperpage.com/diagrams/images/76728.gif,http://skyscraperpage.com/cities/?buildingID=31182,333 ft,null,1996,22,Building Uses - office; Structural Types - highrise,
Osaka,Osaka Mode Gakuen,http://skyscraperpage.com/diagrams/images/21091.gif,http://skyscraperpage.com/cities/?buildingID=27254,335 ft,null,1999,21,Building Uses - education; Structural Types - highrise,
Osaka,Grand Cube Osaka,http://skyscraperpage.com/diagrams/images/53284.gif,http://skyscraperpage.com/cities/?buildingID=39134,343 ft,1996,1999,13,"Building Uses - office - conference; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel - concrete, reinforced","Description
• Architect: Kisho Kurokawa Architects & Associates.



• Incorporation: Takenaka Corporation.

"
Osaka,Daibiru Honkan Building,http://skyscraperpage.com/diagrams/images/73390.gif,http://skyscraperpage.com/cities/?buildingID=15514,355 ft,null,2013,22,Building Uses - office; Structural Types - highrise; Materials - glass - steel,
Osaka,Hotel Nikko Osaka,http://skyscraperpage.com/diagrams/images/82972.gif,http://skyscraperpage.com/cities/?buildingID=39106,373 ft,1980,1982,32,Building Uses - hotel; Structural Types - highrise,
Osaka,Osaka Ministry of Justice Building,http://skyscraperpage.com/diagrams/images/67366.gif,http://skyscraperpage.com/cities/?buildingID=39103,377 ft,1998,2001,24,Building Uses - office - government; Structural Types - highrise; Architectural Style - modern; Materials - glass,
Osaka,Bell Park City Building J,http://skyscraperpage.com/diagrams/images/75633.gif,http://skyscraperpage.com/cities/?buildingID=39102,381 ft,null,1989,36,Building Uses - residential; Structural Types - highrise,
Osaka,Bell Park City Building G,http://skyscraperpage.com/diagrams/images/75634.gif,http://skyscraperpage.com/cities/?buildingID=39101,381 ft,null,1987,36,Building Uses - residential; Structural Types - highrise,
Osaka,Osaka Stock Exchange Building,http://skyscraperpage.com/diagrams/images/60041.gif,http://skyscraperpage.com/cities/?buildingID=39100,383 ft,2002,2004,24,Building Uses - office; Structural Types - highrise,
Osaka,Imperial Hotel Osaka,http://skyscraperpage.com/diagrams/images/22427.gif,http://skyscraperpage.com/cities/?buildingID=28106,385 ft,1992,1996,24,Building Uses - hotel; Structural Types - highrise,
Osaka,Osaka Tokyo Kaijo Building,http://skyscraperpage.com/diagrams/images/8714.gif,http://skyscraperpage.com/cities/?buildingID=7439,388 ft,1988,1990,27,Building Uses - office; Structural Types - highrise,
Osaka,Osaka Obayashi Building,http://skyscraperpage.com/diagrams/images/60037.gif,http://skyscraperpage.com/cities/?buildingID=28104,393 ft,1970,1973,30,Building Uses - office; Structural Types - highrise; Architectural Style - international,
Osaka,Umeda Dai Building,http://skyscraperpage.com/diagrams/images/22456.gif,http://skyscraperpage.com/cities/?buildingID=28105,396 ft,1997,2000,22,Building Uses - office; Structural Types - highrise,
Osaka,Osaka Terminal Building,http://skyscraperpage.com/diagrams/images/70206.gif,http://skyscraperpage.com/cities/?buildingID=39097,401 ft,1979,1983,27,Building Uses - office - restaurant - retail - station; Structural Types - highrise,
Osaka,Osaka Maru Building,http://skyscraperpage.com/diagrams/images/69154.gif,http://skyscraperpage.com/cities/?buildingID=6592,407 ft,null,1976,30,Building Uses - hotel - office; Structural Types - highrise,
Osaka,Osaka Kokusai Building,http://skyscraperpage.com/diagrams/images/22480.gif,http://skyscraperpage.com/cities/?buildingID=28103,410 ft,1970,1973,32,Building Uses - office; Structural Types - highrise,
Osaka,Matsushita IMP Building,http://skyscraperpage.com/diagrams/images/8715.gif,http://skyscraperpage.com/cities/?buildingID=7440,410 ft,1987,1990,26,Building Uses - office; Structural Types - highrise,
Osaka,Hankyu Grand Building,http://skyscraperpage.com/diagrams/images/70202.gif,http://skyscraperpage.com/cities/?buildingID=3834,417 ft,1973,1977,32,Building Uses - office; Structural Types - highrise,
Osaka,Nakanoshima Center Building,http://skyscraperpage.com/diagrams/images/78110.gif,http://skyscraperpage.com/cities/?buildingID=39095,423 ft,1972,1975,31,Building Uses - office; Structural Types - highrise,
Osaka,Umeda DT Tower,http://skyscraperpage.com/diagrams/images/60036.gif,http://skyscraperpage.com/cities/?buildingID=28102,427 ft,2000,2003,27,Building Uses - office; Structural Types - highrise,
Osaka,Pias Tower,http://skyscraperpage.com/diagrams/images/8718.gif,http://skyscraperpage.com/cities/?buildingID=7443,433 ft,null,1996,28,Building Uses - office; Structural Types - highrise,
Osaka,Hommachi Garden City,http://skyscraperpage.com/diagrams/images/63959.gif,http://skyscraperpage.com/cities/?buildingID=59969,434 ft,2007,2009,27,Building Uses - mixed use - hotel - office; Structural Types - highrise,"Description
Architect: Taisei Corporation

Structural: Taisei Corporation

"
Osaka,Osaka Fukoku Seimei Building,http://skyscraperpage.com/diagrams/images/67364.gif,http://skyscraperpage.com/cities/?buildingID=93675,435 ft,2008,2010,28,Building Uses - office; Structural Types - highrise,
Osaka,Orix Nishi-Hommachi 1-chome Building,http://skyscraperpage.com/diagrams/images/67363.gif,http://skyscraperpage.com/cities/?buildingID=83450,437 ft,2008,2011,29,Building Uses - office - retail; Structural Types - highrise,
Osaka,Umeda Center Building,http://skyscraperpage.com/diagrams/images/22567.gif,http://skyscraperpage.com/cities/?buildingID=28101,442 ft,1985,1987,32,Building Uses - office; Structural Types - highrise,
Osaka,River Country Garden Kyobashi,http://skyscraperpage.com/diagrams/images/22599.gif,http://skyscraperpage.com/cities/?buildingID=28100,443 ft,1996,1999,41,Building Uses - residential; Structural Types - highrise,
Osaka,NHK Osaka Hall,http://skyscraperpage.com/diagrams/images/22781.gif,http://skyscraperpage.com/cities/?buildingID=27456,443 ft,1998,2001,18,Building Uses - office; Structural Types - highrise,
Osaka,Hotel Nikko Bayside Osaka,http://skyscraperpage.com/diagrams/images/22676.gif,http://skyscraperpage.com/cities/?buildingID=28099,446 ft,null,2002,33,Building Uses - hotel; Structural Types - highrise,
Osaka,Sakuranomiya River City Water Tower Plaza,http://skyscraperpage.com/diagrams/images/22611.gif,http://skyscraperpage.com/cities/?buildingID=28098,446 ft,1988,1992,41,Building Uses - residential; Structural Types - highrise,
Osaka,Renaissa Namba Tower,http://skyscraperpage.com/diagrams/images/70207.gif,http://skyscraperpage.com/cities/?buildingID=31180,453 ft,2003,2006,38,Building Uses - residential; Structural Types - highrise,
Osaka,Sumitomo Seimei Nakanoshima Building,http://skyscraperpage.com/diagrams/images/32753.gif,http://skyscraperpage.com/cities/?buildingID=31181,459 ft,2002,2005,29,Building Uses - office; Structural Types - highrise; Architectural Style - modern,"Description
- Architect: Nikken Sekkei Ltd.

"
Osaka,Nakanoshima Mitsui Building,http://skyscraperpage.com/diagrams/images/22709.gif,http://skyscraperpage.com/cities/?buildingID=28097,460 ft,2000,2002,31,Building Uses - office; Structural Types - highrise,
Osaka,Osaka-Ekimae Daisan Building,http://skyscraperpage.com/diagrams/images/60035.gif,http://skyscraperpage.com/cities/?buildingID=28095,466 ft,1976,1979,34,Building Uses - office - retail - station; Structural Types - highrise,
Osaka,King Mansion Dojimagawa,http://skyscraperpage.com/diagrams/images/22793.gif,http://skyscraperpage.com/cities/?buildingID=28096,466 ft,1995,1998,43,Building Uses - residential; Structural Types - highrise,
Osaka,Laurel Tower Sanctus Umeda,http://skyscraperpage.com/diagrams/images/63949.gif,http://skyscraperpage.com/cities/?buildingID=47463,472 ft,2004,2007,44,Building Uses - residential; Structural Types - highrise,
Osaka,Abeno Grand Tour,http://skyscraperpage.com/diagrams/images/38139.gif,http://skyscraperpage.com/cities/?buildingID=39093,473 ft,null,2004,40,Building Uses - residential; Structural Types - highrise,
Osaka,The Hilton Osaka Yoshimoto Building,http://skyscraperpage.com/diagrams/images/22823.gif,http://skyscraperpage.com/cities/?buildingID=28094,476 ft,null,1986,34,Building Uses - hotel; Structural Types - highrise,
Osaka,Nissei Dowa Kasai Sompo Phoenix Tower,http://skyscraperpage.com/diagrams/images/23010.gif,http://skyscraperpage.com/cities/?buildingID=28093,477 ft,1991,1995,29,Building Uses - office; Structural Types - highrise,
Osaka,Swissôtel Nankai Osaka,http://skyscraperpage.com/diagrams/images/23022.gif,http://skyscraperpage.com/cities/?buildingID=27458,482 ft,1988,1990,36,Building Uses - hotel; Structural Types - highrise,
Osaka,Mizuno Crystal Building,http://skyscraperpage.com/diagrams/images/23142.gif,http://skyscraperpage.com/cities/?buildingID=28092,482 ft,null,1992,31,Building Uses - office; Structural Types - highrise,
Osaka,HERBIS ENT Tower,http://skyscraperpage.com/diagrams/images/23096.gif,http://skyscraperpage.com/cities/?buildingID=27223,485 ft,2001,2004,28,Building Uses - office; Structural Types - highrise; Materials - steel,
Osaka,The Umeda Tower,http://skyscraperpage.com/diagrams/images/32782.gif,http://skyscraperpage.com/cities/?buildingID=30001,487 ft,2003,2005,43,Building Uses - residential; Structural Types - highrise,
Osaka,Namba Parks Tower,http://skyscraperpage.com/diagrams/images/32741.gif,http://skyscraperpage.com/cities/?buildingID=3868,489 ft,1999,2003,30,Building Uses - office; Structural Types - highrise,
Osaka,JR Osaka Station New North Building,http://skyscraperpage.com/diagrams/images/70199.gif,http://skyscraperpage.com/cities/?buildingID=47460,492 ft,2006,2011,28,Building Uses - office; Structural Types - highrise,
Osaka,D'Grafort Osaka N.Y Tower Higobashi,http://skyscraperpage.com/diagrams/images/67361.gif,http://skyscraperpage.com/cities/?buildingID=47456,494 ft,2005,2008,46,Building Uses - residential; Structural Types - highrise,
Osaka,Yodoyabashi Apple Tower Residence,http://skyscraperpage.com/diagrams/images/70198.gif,http://skyscraperpage.com/cities/?buildingID=47458,500 ft,2004,2007,46,Building Uses - residential; Structural Types - highrise,
Osaka,City Tower Osaka Temma The River & Parks,http://skyscraperpage.com/diagrams/images/60040.gif,http://skyscraperpage.com/cities/?buildingID=83445,510 ft,2007,2009,45,Building Uses - residential - retail; Structural Types - highrise,
Osaka,Meiji-Yasuda Seimei Umeda Building,http://skyscraperpage.com/diagrams/images/23070.gif,http://skyscraperpage.com/cities/?buildingID=27457,511 ft,1997,2000,30,Building Uses - office; Structural Types - highrise,
Osaka,Crystal Tower,http://skyscraperpage.com/diagrams/images/60033.gif,http://skyscraperpage.com/cities/?buildingID=7437,514 ft,null,1990,37,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel,
Osaka,Twin 21 MID Tower,http://skyscraperpage.com/diagrams/images/60031.gif,http://skyscraperpage.com/cities/?buildingID=2671,515 ft,null,1986,38,Building Uses - office; Structural Types - highrise,"Description
Architect: Taisei Construction

"
Osaka,OBP Castle Tower,http://skyscraperpage.com/diagrams/images/8713.gif,http://skyscraperpage.com/cities/?buildingID=7438,515 ft,null,1986,38,Building Uses - office; Structural Types - highrise,
Osaka,TWIN 21 - OBP Panasonic Tower,http://skyscraperpage.com/diagrams/images/60032.gif,http://skyscraperpage.com/cities/?buildingID=2117,515 ft,null,1986,38,Building Uses - office; Structural Types - highrise,"Description
Architect: Taisei Construction

"
Osaka,Nakanoshima Dai Building,http://skyscraperpage.com/diagrams/images/59947.gif,http://skyscraperpage.com/cities/?buildingID=47464,525 ft,2006,2009,35,Building Uses - office; Structural Types - highrise,
Osaka,Osaka Fukushima Tower,http://skyscraperpage.com/diagrams/images/66412.gif,http://skyscraperpage.com/cities/?buildingID=83443,527 ft,2008,2011,45,Building Uses - residential; Structural Types - highrise,
Osaka,Applause Tower Osaka,http://skyscraperpage.com/diagrams/images/8634.gif,http://skyscraperpage.com/cities/?buildingID=7417,528 ft,null,1992,34,Building Uses - office; Structural Types - highrise; Architectural Style - postmodern; Materials - glass - steel - stone,
Osaka,City Tower Gran Tennoji,http://skyscraperpage.com/diagrams/images/63948.gif,http://skyscraperpage.com/cities/?buildingID=47455,531 ft,2004,2007,43,Building Uses - residential; Structural Types - highrise,
Osaka,ORC-200 Prio Tower,http://skyscraperpage.com/diagrams/images/2530.gif,http://skyscraperpage.com/cities/?buildingID=2532,548 ft,null,1992,50,Building Uses - office; Structural Types - highrise,
Osaka,City Tower Osaka,http://skyscraperpage.com/diagrams/images/70197.gif,http://skyscraperpage.com/cities/?buildingID=4158,558 ft,null,2004,50,Building Uses - residential; Structural Types - highrise,
Osaka,Umeda Sky Building,http://skyscraperpage.com/diagrams/images/63947.gif,http://skyscraperpage.com/cities/?buildingID=101,568 ft,null,1993,40,Building Uses - office - observation; Structural Types - highrise - sky bridge; Architectural Style - postmodern; Materials - glass - steel,
Osaka,Grand Front Osaka Block C,http://skyscraperpage.com/diagrams/images/70235.gif,http://skyscraperpage.com/cities/?buildingID=59966,572 ft,null,2013,48,Building Uses - residential - retail; Structural Types - highrise,
Osaka,Breezé Tower,http://skyscraperpage.com/diagrams/images/60030.gif,http://skyscraperpage.com/cities/?buildingID=47454,574 ft,2006,2008,34,Building Uses - office; Structural Types - highrise,"Description
According to the building's website, the name Breezé is derived from the English word ""breeze."" Although somewhat difficult to understand for one whose native language is English, the accent which was added to the final silent e is intended to emphasize the letter, so as to ""soften"" the word.

"
Osaka,Grand Front Osaka Block B South Tower,http://skyscraperpage.com/diagrams/images/70236.gif,http://skyscraperpage.com/cities/?buildingID=55997,575 ft,null,2013,38,Building Uses - office - other - retail; Structural Types - highrise,
Osaka,OAP Tower,http://skyscraperpage.com/diagrams/images/63957.gif,http://skyscraperpage.com/cities/?buildingID=5800,577 ft,null,1994,39,Building Uses - office; Structural Types - highrise,
Osaka,The Tower Osaka,http://skyscraperpage.com/diagrams/images/60039.gif,http://skyscraperpage.com/cities/?buildingID=47453,581 ft,2005,2008,50,Building Uses - residential; Structural Types - highrise,
Osaka,City Tower Nishi-Umeda,http://skyscraperpage.com/diagrams/images/63088.gif,http://skyscraperpage.com/cities/?buildingID=47451,582 ft,2004,2007,50,Building Uses - residential; Structural Types - highrise,
Osaka,Grand Front Osaka Block A,http://skyscraperpage.com/diagrams/images/70237.gif,http://skyscraperpage.com/cities/?buildingID=59965,589 ft,null,2013,38,Building Uses - mixed use - office - retail; Structural Types - highrise,
Osaka,Umeda Hankyu Building Replacement Plan,http://skyscraperpage.com/diagrams/images/60038.gif,http://skyscraperpage.com/cities/?buildingID=47452,614 ft,2007,2010,41,Building Uses - office; Structural Types - highrise,"Description
Architect: Nikken Sekkei

Structural: Obayashi Corporation

"
Osaka,Herbis Osaka,http://skyscraperpage.com/diagrams/images/6962.gif,http://skyscraperpage.com/cities/?buildingID=6964,623 ft,null,1997,40,Building Uses - mixed use - hotel - office - parking garage - retail; Structural Types - highrise; Architectural Style - postmodern,"Description
Architect: Takenaka Corporation

"
Osaka,KEPCO Headquarters,http://skyscraperpage.com/diagrams/images/60034.gif,http://skyscraperpage.com/cities/?buildingID=27222,641 ft,2000,2004,41,Building Uses - office - parking garage; Structural Types - highrise; Architectural Style - modern,
Osaka,Nakanoshima Festival Tower East Area,http://skyscraperpage.com/diagrams/images/67362.gif,http://skyscraperpage.com/cities/?buildingID=83440,653 ft,2009,2013,39,Building Uses - office - garden - parking garage - restaurant - retail - showroom - fitness center; Structural Types - highrise; Architectural Style - modern,
Osaka,ORC 200,http://skyscraperpage.com/diagrams/images/15629.gif,http://skyscraperpage.com/cities/?buildingID=3398,656 ft,null,1993,51,Building Uses - mixed use - hotel - office - parking garage - retail; Structural Types - highrise; Architectural Style - modern,"Description
- Architect: Yasui Architects & Engineers, Inc.

"
Osaka,X-Tower Osaka Bay,http://skyscraperpage.com/diagrams/images/29062.gif,http://skyscraperpage.com/cities/?buildingID=29985,658 ft,2003,2006,54,Building Uses - residential - parking garage - retail; Structural Types - highrise; Architectural Style - postmodern,"Description
Tallest residential building in Japan.

"
Osaka,The Kitahama,http://skyscraperpage.com/diagrams/images/63960.gif,http://skyscraperpage.com/cities/?buildingID=55996,687 ft,2006,2009,54,Building Uses - residential - office - parking garage - retail; Structural Types - highrise; Architectural Style - postmodern,"Description
Architect: Mitsubishi Jijo Sekkei, Hasegawa Corporation, Nihon Sekkei, Kajima Design

Structural: Kajima Design



When completed, it will be the tallest residential building in Japan.

"
Osaka,Osaka World Trade Center,http://skyscraperpage.com/diagrams/images/78588.gif,http://skyscraperpage.com/cities/?buildingID=1602,840 ft,null,1995,55,Building Uses - office - conference - museum - observation - restaurant; Structural Types - highrise - atrium; Architectural Style - modern,"Description
- Length x Width: 70m x 36m



- The Osaka World Trade Center Building comprises not only the main tower (with an impressive 76m x 35m footprint) but a low rise block and covered 3000 sq.m atrium as well.  The project is park of the Technopark Osako development which comprises almost 800 hectares including three artificial islands in the bay.



- The tower houses public space, an auditorium, business support centres and office space (7th thru 44th floors). The upper floors house a World Trade Center Museum, restaurants, Cosmo Hall, and other functional components.  It is within this building that the ""highest"" marriages in Japan often take place.



- The building is capped by the distinctive inverted pyramid which ofers 360-degree views of the city from the ""Top of the Bay"".

"
Osaka,Abeno Harukas,http://skyscraperpage.com/diagrams/images/70208.gif,http://skyscraperpage.com/cities/?buildingID=67963,984 ft,2010,2014,60,"Building Uses - mixed use - hotel - museum - observation - office - retail - station; Structural Types - highrise; Architectural Style - modern; Materials - glass - concrete, reinforced","Description
Architect: Cesar Pelli & Associates

"
Osaka,Chaska Chayamachi,http://skyscraperpage.com/diagrams/images/70200.gif,http://skyscraperpage.com/cities/?buildingID=38927,null,2008,2010,23,Building Uses - mixed use; Structural Types - highrise,null
Saitama,JA Mutual Saitama Building,http://skyscraperpage.com/diagrams/images/39442.gif,http://skyscraperpage.com/cities/?buildingID=36180,191 ft,null,null,15,Building Uses - office; Structural Types - highrise - sign,
Saitama,City Mark Tower 21,http://skyscraperpage.com/diagrams/images/34527.gif,http://skyscraperpage.com/cities/?buildingID=29905,227 ft,null,null,21,Building Uses - residential; Structural Types - highrise,
Saitama,Sky Residential Towers North Wing,http://skyscraperpage.com/diagrams/images/32862.gif,http://skyscraperpage.com/cities/?buildingID=29860,237 ft,null,2003,22,Building Uses - residential - retail; Structural Types - highrise,
Saitama,Saitama Media Wave,http://skyscraperpage.com/diagrams/images/44627.gif,http://skyscraperpage.com/cities/?buildingID=42821,255 ft,null,2004,15,Building Uses - office; Structural Types - highrise,
Saitama,Jack Omiya,http://skyscraperpage.com/diagrams/images/32842.gif,http://skyscraperpage.com/cities/?buildingID=29861,255 ft,null,1987,18,Building Uses - office - retail; Structural Types - highrise; Architectural Style - modern,
Saitama,Omiya First Place Tower,http://skyscraperpage.com/diagrams/images/44628.gif,http://skyscraperpage.com/cities/?buildingID=59481,281 ft,null,2008,25,Building Uses - residential; Structural Types - highrise,
Saitama,S-INO Omiya South Wing,http://skyscraperpage.com/diagrams/images/37052.gif,http://skyscraperpage.com/cities/?buildingID=31108,284 ft,null,2004,19,"Building Uses - office; Structural Types - highrise; Materials - concrete, reinforced","Description
The name ""S-INO"" stands for Saitama New Intelligent Office, and is derived from the Portuguese word sino, meaning bell.



Parking capacity: 60

"
Saitama,Park House Saitama Shintoshin Mid Tower,http://skyscraperpage.com/diagrams/images/39504.gif,http://skyscraperpage.com/cities/?buildingID=31109,285 ft,2004,2005,25,Building Uses - residential; Structural Types - highrise,
Saitama,S-INO Omiya North Wing,http://skyscraperpage.com/diagrams/images/37038.gif,http://skyscraperpage.com/cities/?buildingID=31107,294 ft,null,2004,20,"Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - concrete, reinforced","Description
The name ""S-INO"" stands for Saitama New Intelligent Office, and is derived from the Portuguese word sino, meaning bell.

"
Saitama,Omiya Law University UEC Building,http://skyscraperpage.com/diagrams/images/39470.gif,http://skyscraperpage.com/cities/?buildingID=31106,304 ft,null,2005,19,Building Uses - education; Structural Types - highrise,
Saitama,Urawa Royal Pines Hotel,http://skyscraperpage.com/diagrams/images/24714.gif,http://skyscraperpage.com/cities/?buildingID=26579,312 ft,null,1999,21,Building Uses - hotel; Structural Types - highrise; Architectural Style - modern,
Saitama,Porte 29,http://skyscraperpage.com/diagrams/images/26224.gif,http://skyscraperpage.com/cities/?buildingID=29852,327 ft,null,1992,29,Building Uses - residential - parking garage; Structural Types - highrise,
Saitama,Muse City The First Tower,http://skyscraperpage.com/diagrams/images/32913.gif,http://skyscraperpage.com/cities/?buildingID=36130,328 ft,null,2006,31,Building Uses - residential - parking garage - retail; Structural Types - highrise,
Saitama,Proud Tower Musashi-Urawa Terrace,http://skyscraperpage.com/diagrams/images/47165.gif,http://skyscraperpage.com/cities/?buildingID=51578,338 ft,2006,2008,28,Building Uses - residential; Structural Types - highrise - landing pad,
Saitama,Apextower Urawa,http://skyscraperpage.com/diagrams/images/32785.gif,http://skyscraperpage.com/cities/?buildingID=26580,341 ft,null,2003,31,Building Uses - residential - retail; Structural Types - highrise; Materials - steel - concrete,
Saitama,Proud Tower Musashi-Urawa Garden,http://skyscraperpage.com/diagrams/images/47153.gif,http://skyscraperpage.com/cities/?buildingID=51579,348 ft,2006,2008,29,Building Uses - residential; Structural Types - highrise - landing pad,
Saitama,S4-Tower,http://skyscraperpage.com/diagrams/images/21231.gif,http://skyscraperpage.com/cities/?buildingID=27332,349 ft,null,2002,32,Building Uses - residential; Structural Types - highrise,
Saitama,View Sight Tower,http://skyscraperpage.com/diagrams/images/26176.gif,http://skyscraperpage.com/cities/?buildingID=29806,351 ft,null,2001,31,Building Uses - residential; Structural Types - highrise,
Saitama,Park City Omiya Central Tower,http://skyscraperpage.com/diagrams/images/25029.gif,http://skyscraperpage.com/cities/?buildingID=29803,352 ft,1998,2000,33,Building Uses - residential; Structural Types - highrise,
Saitama,Lions Mansion Costa Tower Urawa,http://skyscraperpage.com/diagrams/images/32783.gif,http://skyscraperpage.com/cities/?buildingID=36129,353 ft,null,2006,31,Building Uses - residential - retail; Structural Types - highrise,
Saitama,Lamza Tower,http://skyscraperpage.com/diagrams/images/25065.gif,http://skyscraperpage.com/cities/?buildingID=29853,353 ft,null,1998,27,Building Uses - mixed use - office - residential; Structural Types - highrise,"Description
Architect:  Kume Design & Itec Plan

"
Saitama,Arusa Kita-Yono North Pier Kami-Ochiai Tower 2,http://skyscraperpage.com/diagrams/images/25059.gif,http://skyscraperpage.com/cities/?buildingID=29804,361 ft,null,1991,35,Building Uses - residential; Structural Types - highrise,
Saitama,Saitama Shintoshin MPT Building,http://skyscraperpage.com/diagrams/images/21240.gif,http://skyscraperpage.com/cities/?buildingID=26577,426 ft,1996,2000,28,Building Uses - office; Structural Types - highrise - landing pad; Materials - steel - concrete,
Saitama,Live Tower Musashi-Urawa,http://skyscraperpage.com/diagrams/images/25056.gif,http://skyscraperpage.com/cities/?buildingID=27132,430 ft,null,2001,38,Building Uses - residential - retail; Structural Types - highrise,
Saitama,Omiya Sonic City,http://skyscraperpage.com/diagrams/images/20159.gif,http://skyscraperpage.com/cities/?buildingID=26544,449 ft,1986,1988,31,Building Uses - mixed use - conference - hotel - observation - office - restaurant; Structural Types - highrise; Materials - concrete,
Saitama,Saitama Government Tower 2,http://skyscraperpage.com/diagrams/images/20189.gif,http://skyscraperpage.com/cities/?buildingID=26576,455 ft,null,2000,26,Building Uses - office - government; Structural Types - highrise - landing pad,
Saitama,Saitama Government Tower 1,http://skyscraperpage.com/diagrams/images/20160.gif,http://skyscraperpage.com/cities/?buildingID=26551,505 ft,1996,2000,31,Building Uses - office - communication - government; Structural Types - highrise,
Saitama,Land Axis Tower,http://skyscraperpage.com/diagrams/images/45540.gif,http://skyscraperpage.com/cities/?buildingID=3508,552 ft,1999,2002,35,Building Uses - office; Structural Types - highrise,
Saitama,NTT DoCoMo Saitama Building,http://skyscraperpage.com/diagrams/images/25003.gif,http://skyscraperpage.com/cities/?buildingID=9989,717 ft,null,2001,18,Building Uses - office - communication; Structural Types - highrise - cross brace - truss,
Saitama,Arena Garden,http://skyscraperpage.com/diagrams/images/37021.gif,http://skyscraperpage.com/cities/?buildingID=42786,null,2003,2004,15,Building Uses - residential; Structural Types - highrise,null
Sapporo,NSS New Stage Sapporo Building,http://skyscraperpage.com/diagrams/images/61722.gif,http://skyscraperpage.com/cities/?buildingID=14284,246 ft,null,1994,16,Building Uses - office; Structural Types - highrise,
Sapporo,Sapporo City Hall,http://skyscraperpage.com/diagrams/images/83059.gif,http://skyscraperpage.com/cities/?buildingID=14134,256 ft,1969,1971,18,Building Uses - city hall; Structural Types - highrise,
Sapporo,Velbyu Tower Kotoni,http://skyscraperpage.com/diagrams/images/61724.gif,http://skyscraperpage.com/cities/?buildingID=32728,334 ft,null,2002,30,Building Uses - residential; Structural Types - highrise,
Sapporo,Sapporo Center Building,http://skyscraperpage.com/diagrams/images/61723.gif,http://skyscraperpage.com/cities/?buildingID=32726,335 ft,null,1987,25,Building Uses - office; Structural Types - highrise,
Sapporo,Sapporo Prince Hotel Tower,http://skyscraperpage.com/diagrams/images/33350.gif,http://skyscraperpage.com/cities/?buildingID=32725,351 ft,null,2004,26,Building Uses - hotel; Structural Types - highrise,
Sapporo,Sheraton Hotel Sapporo,http://skyscraperpage.com/diagrams/images/33354.gif,http://skyscraperpage.com/cities/?buildingID=32724,380 ft,null,1996,32,Building Uses - hotel; Structural Types - highrise,
Sapporo,Premist Sapporo Terminal Tower,http://skyscraperpage.com/diagrams/images/86351.gif,http://skyscraperpage.com/cities/?buildingID=105712,420 ft,2013,2015,38,Building Uses - residential - parking garage - retail; Structural Types - highrise; Architectural Style - modern,
Sapporo,The Sapporo Tower Kotoni,http://skyscraperpage.com/diagrams/images/86350.gif,http://skyscraperpage.com/cities/?buildingID=32730,445 ft,2003,2006,40,Building Uses - office; Structural Types - highrise,
Sapporo,D'Grafort Sapporo Station Tower,http://skyscraperpage.com/diagrams/images/86349.gif,http://skyscraperpage.com/cities/?buildingID=32721,470 ft,2004,2006,40,Building Uses - residential; Structural Types - highrise - landing pad,
Sapporo,JR Tower,http://skyscraperpage.com/diagrams/images/33378.gif,http://skyscraperpage.com/cities/?buildingID=3108,568 ft,2000,2003,38,Building Uses - office; Structural Types - highrise,
Sapporo,Mitsui Garden Hotel,http://skyscraperpage.com/diagrams/images/77345.gif,http://skyscraperpage.com/cities/?buildingID=97804,null,null,2010,15,Building Uses - hotel; Structural Types - highrise,null
Sendai,Sendai Mediatheque,http://skyscraperpage.com/diagrams/images/71720.gif,http://skyscraperpage.com/cities/?buildingID=15454,120 ft,1997,2000,7,"Building Uses - library; Structural Types - highrise; Materials - glass - steel - concrete, reinforced","Description
• Architect: Toyo Ito

"
Sendai,City Tower Sendai Itsutsubashi,http://skyscraperpage.com/diagrams/images/64260.gif,http://skyscraperpage.com/cities/?buildingID=51563,325 ft,2006,2008,28,Building Uses - residential; Structural Types - highrise,
Sendai,Sendai First Tower,http://skyscraperpage.com/diagrams/images/64259.gif,http://skyscraperpage.com/cities/?buildingID=51562,328 ft,2005,2007,23,Building Uses - office; Structural Types - highrise,"Description
Architect: Taisei Corporation

Structural: Taisei, Shimizu, Matsui, Sato

"
Sendai,Park Tower Dainohara,http://skyscraperpage.com/diagrams/images/43255.gif,http://skyscraperpage.com/cities/?buildingID=37202,362 ft,null,1995,31,Building Uses - residential; Structural Types - highrise,
Sendai,Lions Tower Sendai Nagamachi,http://skyscraperpage.com/diagrams/images/42121.gif,http://skyscraperpage.com/cities/?buildingID=37201,373 ft,1997,1999,31,Building Uses - residential - restaurant - retail; Structural Types - highrise - landing pad,"Description
Architect: Kume Sekkei Co., Ltd.

Structural: Taisei Corporation, Fudo Construction Co., Ltd., Yahagi Construction Co., Ltd., Wakachiku, Hashimoto Construction Co., Ltd.



- Tallest residential building in Sendai, Miyagi, and Tohoku.

"
