city,name,img,building_page-href,height_ft,date_start,date_end,floors,tags,,country
Bellevue,Key Center,http://skyscraperpage.com/diagrams/images/66322.gif,http://skyscraperpage.com/cities/?buildingID=6080,322,null,2000,22,Building Uses - office - parking garage - retail; Structural Types - highrise; Architectural Style - postmodern,"
Architect: Callison Architecture

",null
Bellevue,Skyline Tower,http://skyscraperpage.com/diagrams/images/66259.gif,http://skyscraperpage.com/cities/?buildingID=6081,318,null,1983,24,Building Uses - office; Structural Types - highrise; Architectural Style - postmodern,"
Architect: TRA  Architects

",null
Bellevue,989Elements,http://skyscraperpage.com/diagrams/images/39748.gif,http://skyscraperpage.com/cities/?buildingID=43187,288,2004,2006,26,Building Uses - residential - parking garage - retail; Structural Types - highrise; Architectural Style - postmodern,"
- Architect: CollinsWoerman



- Developer: Su Development

",null
Bellevue,The Bravern Office Commons - Tower II,http://skyscraperpage.com/diagrams/images/65618.gif,http://skyscraperpage.com/cities/?buildingID=43186,280,2006,2008,23,Building Uses - office - parking garage - retail; Structural Types - highrise; Architectural Style - postmodern,"
- Architect: Callison Architecture, Inc.



- Developer: Schnitzer Northwest

",null
Bellevue,Expedia Tower,http://skyscraperpage.com/diagrams/images/65526.gif,http://skyscraperpage.com/cities/?buildingID=43185,272,2001,2008,20,Building Uses - office - parking garage; Structural Types - highrise; Architectural Style - modern,"
- Architect: LMN Architects



- Owner: Hines Interests LP



- Construction was put on hold soon after the foundation was excavated.  The project changed hands and the design was altered before construction resumed.

",null
Bellevue,Bank of America,http://skyscraperpage.com/diagrams/images/66257.gif,http://skyscraperpage.com/cities/?buildingID=7193,270,null,1988,21,Building Uses - office; Structural Types - highrise; Architectural Style - postmodern; Materials - masonry - steel,"
Architect: Sclater Partners Architects

",null
Bellevue,Hyatt Regency Bellevue,http://skyscraperpage.com/diagrams/images/7190.gif,http://skyscraperpage.com/cities/?buildingID=7192,265,null,1989,25,Building Uses - hotel; Structural Types - highrise; Architectural Style - postmodern; Materials - masonry - steel,"
Architect: Sclater Partners Architects

",null
Bellevue,Bellevue Pacific Tower,http://skyscraperpage.com/diagrams/images/10157.gif,http://skyscraperpage.com/cities/?buildingID=8022,264,1993,1995,23,Building Uses - mixed use - office - parking garage - residential; Structural Types - highrise; Architectural Style - postmodern; Materials - concrete,,null
Bellevue,One Bellevue Center,http://skyscraperpage.com/diagrams/images/66099.gif,http://skyscraperpage.com/cities/?buildingID=7595,260,1981,1983,22,Building Uses - office; Structural Types - highrise; Architectural Style - modern,,null
Bellevue,Plaza Center,http://skyscraperpage.com/diagrams/images/66125.gif,http://skyscraperpage.com/cities/?buildingID=6116,224,1980,1982,16,Building Uses - office; Structural Types - highrise; Architectural Style - international,,null
Bellevue,The Bravern Office Commons - Tower I,http://skyscraperpage.com/diagrams/images/65548.gif,http://skyscraperpage.com/cities/?buildingID=55266,175,2006,2008,13,Building Uses - office - parking garage - retail; Structural Types - highrise; Architectural Style - modern,"
- Architect: Callison Architecture, Inc.

",null
Bellevue,Paccar Tower,http://skyscraperpage.com/diagrams/images/66053.gif,http://skyscraperpage.com/cities/?buildingID=7975,171,1968,1970,13,Building Uses - office; Structural Types - highrise; Architectural Style - international,,null
Bellevue,Puget Sound Energy Building,http://skyscraperpage.com/diagrams/images/65514.gif,http://skyscraperpage.com/cities/?buildingID=49756,143,2000,2005,11,Building Uses - office; Structural Types - highrise; Architectural Style - modern,"
- Architect: LMN Architects



- Construction halted for several years once work on the third floor began.  Construction resumed in 2005 and the building was finished later that year.

",null
Bellevue,,,,,,,,,,null
Birmingham,Shelby Biomedical Research Building,http://skyscraperpage.com/diagrams/images/32519.gif,http://skyscraperpage.com/cities/?buildingID=17649,null,2002,2006,14,Building Uses - science - university; Structural Types - highrise; Architectural Style - postmodern,null,null
Birmingham,Princeton Towers 1,http://skyscraperpage.com/diagrams/images/76808.gif,http://skyscraperpage.com/cities/?buildingID=17528,null,null,null,12,Building Uses - residential; Structural Types - highrise,null,null
Birmingham,Park Place Tower,http://skyscraperpage.com/diagrams/images/76821.gif,http://skyscraperpage.com/cities/?buildingID=17373,null,null,null,14,Building Uses - office; Structural Types - highrise,null,null
Birmingham,DoubleTree Hotel Birmingham,http://skyscraperpage.com/diagrams/images/76880.gif,http://skyscraperpage.com/cities/?buildingID=17642,null,null,null,14,Building Uses - hotel; Structural Types - highrise,null,null
Birmingham,Colonial Plaza,http://skyscraperpage.com/diagrams/images/76881.gif,http://skyscraperpage.com/cities/?buildingID=17614,null,null,null,12,Building Uses - office; Structural Types - highrise,null,null
Birmingham,Wells Fargo Tower,http://skyscraperpage.com/diagrams/images/17240.gif,http://skyscraperpage.com/cities/?buildingID=824,454,null,1986,35,Building Uses - office; Structural Types - highrise; Architectural Style - postmodern; Materials - glass - granite,"
• This building has a secret 35th floor that can only be accessed from the 34th floor, which for years was used as private executive offices until SouthTrust Bank was purchased by Wachovia Securities.



 • in 2009 Wachovia was acquisited by Wells Fargo and the name of the tower changed once again

",null
Birmingham,Regions Harbert Plaza,http://skyscraperpage.com/diagrams/images/71235.gif,http://skyscraperpage.com/cities/?buildingID=219,437,1987,1989,32,Building Uses - office - conference - parking garage - restaurant - retail; Structural Types - highrise; Architectural Style - postmodern; Materials - granite,"
- The Summit Club, and up-scale and exclusive club, is located on the 31st floor.



- The base of this building features the only downtown department store in Birmingham, a Parisian Department Store, open only on weekdays.

",null
Birmingham,Regions Center,http://skyscraperpage.com/diagrams/images/17310.gif,http://skyscraperpage.com/cities/?buildingID=991,390,null,1972,30,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - glass - aluminium,,null
Birmingham,AT&T City Center,http://skyscraperpage.com/diagrams/images/17266.gif,http://skyscraperpage.com/cities/?buildingID=992,390,1969,1972,30,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - marble,,null
Birmingham,City Federal Building,http://skyscraperpage.com/diagrams/images/26070.gif,http://skyscraperpage.com/cities/?buildingID=993,338,null,1913,27,Building Uses - residential - restaurant - retail; Structural Types - highrise - cornice - flag - sign; Architectural Style - neo-classical; Materials - masonry - glass - steel - marble - terra cotta,,null
Birmingham,Alabama Power Headquarters,http://skyscraperpage.com/diagrams/images/22481.gif,http://skyscraperpage.com/cities/?buildingID=17756,322,null,1990,18,Building Uses - office; Structural Types - highrise,,null
Birmingham,Leer Tower,http://skyscraperpage.com/diagrams/images/992.gif,http://skyscraperpage.com/cities/?buildingID=994,305,null,1920,21,Building Uses - residential - restaurant - retail; Structural Types - highrise - sign - tower; Architectural Style - beaux arts; Materials - masonry - glass - marble - terra cotta - stucco - brick,,null
Birmingham,2 North Twentieth,http://skyscraperpage.com/diagrams/images/994.gif,http://skyscraperpage.com/cities/?buildingID=996,290,null,1962,19,Building Uses - office; Structural Types - highrise,,null
Birmingham,John Hand Building,http://skyscraperpage.com/diagrams/images/995.gif,http://skyscraperpage.com/cities/?buildingID=997,285,null,1912,21,Building Uses - mixed use - office - residential; Structural Types - highrise,,null
Birmingham,Daniel Building,http://skyscraperpage.com/diagrams/images/38881.gif,http://skyscraperpage.com/cities/?buildingID=995,283,null,1970,20,Building Uses - office; Structural Types - highrise,,null
Birmingham,Regions Bank Building,http://skyscraperpage.com/diagrams/images/22529.gif,http://skyscraperpage.com/cities/?buildingID=17790,276,null,1973,17,Building Uses - office; Structural Types - highrise,,null
Birmingham,Jefferson Tower,http://skyscraperpage.com/diagrams/images/30587.gif,http://skyscraperpage.com/cities/?buildingID=17323,270,null,1940,16,Building Uses - hospital - office; Structural Types - highrise,,null
Birmingham,Alabama Power Building,http://skyscraperpage.com/diagrams/images/21563.gif,http://skyscraperpage.com/cities/?buildingID=17318,262,null,1925,16,Building Uses - office; Structural Types - highrise,,null
Birmingham,Financial Center,http://skyscraperpage.com/diagrams/images/22430.gif,http://skyscraperpage.com/cities/?buildingID=17314,262,null,1982,17,Building Uses - office; Structural Types - highrise,,null
Birmingham,Empire Building,http://skyscraperpage.com/diagrams/images/22469.gif,http://skyscraperpage.com/cities/?buildingID=17640,249,null,1909,16,Building Uses - office; Structural Types - highrise,,null
Birmingham,Watts Building,http://skyscraperpage.com/diagrams/images/22472.gif,http://skyscraperpage.com/cities/?buildingID=17791,249,null,1928,17,Building Uses - residential; Structural Types - highrise,,null
Birmingham,Brown Marx Building,http://skyscraperpage.com/diagrams/images/24377.gif,http://skyscraperpage.com/cities/?buildingID=17354,236,null,1906,16,Building Uses - residential; Structural Types - highrise,,null
Birmingham,Birmingham International Airport Control Tower,http://skyscraperpage.com/diagrams/images/10721.gif,http://skyscraperpage.com/cities/?buildingID=8371,210,null,2000,null,Building Uses - traffic control - communication - observation; Structural Types - tower,,null
Birmingham,Commerce Center,http://skyscraperpage.com/diagrams/images/23152.gif,http://skyscraperpage.com/cities/?buildingID=17564,171,null,1928,14,Building Uses - office; Structural Types - highrise,,null
Birmingham,,,,,,,,,,null
Bloomington,8500 Tower,http://skyscraperpage.com/diagrams/images/78275.gif,http://skyscraperpage.com/cities/?buildingID=26586,381,null,1988,24,Building Uses - office; Structural Types - highrise; Architectural Style - postmodern; Materials - glass,"
• Architect: Wilson/Jenkins Associates

• This is the tallest suburban building in the Minneapolis/Saint Paul metropolitan area.

",null
Bloomington,Wells Fargo Plaza,http://skyscraperpage.com/diagrams/images/37901.gif,http://skyscraperpage.com/cities/?buildingID=27015,300,1973,1974,24,Building Uses - office; Structural Types - highrise; Architectural Style - modern,,null
Bloomington,8400 Tower,http://skyscraperpage.com/diagrams/images/68957.gif,http://skyscraperpage.com/cities/?buildingID=63478,236,null,1985,17,Building Uses - office; Structural Types - highrise,"
Architect: Wilson/Jenkins Associates

",null
Bloomington,Sheraton Bloomington Hotel Minneapolis South,http://skyscraperpage.com/diagrams/images/21762.gif,http://skyscraperpage.com/cities/?buildingID=27016,233,1968,1970,21,Building Uses - hotel; Structural Types - highrise; Architectural Style - modern; Materials - glass - concrete,"
Architect: The Cerny Associates, Inc.

",null
Bloomington,Minnesota Center,http://skyscraperpage.com/diagrams/images/68956.gif,http://skyscraperpage.com/cities/?buildingID=27017,214,1986,1987,16,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - glass,"
Architect: Hammel, Green & Abrahamson, Inc

",null
Bloomington,Northland Plaza,http://skyscraperpage.com/diagrams/images/68954.gif,http://skyscraperpage.com/cities/?buildingID=40304,213,null,1985,15,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - glass,"
Architect: Robert L. Boland Architects/Planners

",null
Bloomington,Riverview Office Tower,http://skyscraperpage.com/diagrams/images/21764.gif,http://skyscraperpage.com/cities/?buildingID=27585,202,null,1973,15,Building Uses - office; Structural Types - highrise; Architectural Style - modern,"
Architect: Ellerbe & Company





- This buildings side address 8009 35th Avenue South.

",null
Bloomington,8170 33rd Avenue,http://skyscraperpage.com/diagrams/images/68951.gif,http://skyscraperpage.com/cities/?buildingID=63469,200,1970,1972,14,Building Uses - office; Structural Types - highrise,"
- This building underwent a renovation in 2003, which included the replacing of the glass facade.

",null
Bloomington,Reflection East,http://skyscraperpage.com/diagrams/images/68953.gif,http://skyscraperpage.com/cities/?buildingID=42987,170,2005,2006,17,Building Uses - residential; Structural Types - highrise; Architectural Style - modern; Materials - glass,"
Architect: Elness Swenson Graham Architects, Inc. Architect: architectsAlliance





- This building will share a lobby with its adjoining twin tower.



- This building will share a 2-story underground parking garage with its twin which can hold 372 vehicles.

",null
Bloomington,Reflections West,http://skyscraperpage.com/diagrams/images/68952.gif,http://skyscraperpage.com/cities/?buildingID=42986,170,2005,2006,17,Building Uses - residential; Structural Types - highrise; Architectural Style - modern; Materials - glass,"
Architect: Elness Swenson Graham Architects, Inc. Architect: architectsAlliance

",null
Bloomington,,,,,,,,,,null
Boise,8th & Main Tower,http://skyscraperpage.com/diagrams/images/71043.gif,http://skyscraperpage.com/cities/?buildingID=98986,352,2012,2014,18,Building Uses - office - parking garage - retail; Structural Types - highrise; Architectural Style - modern,"
Developer: Gardner Company - http://www.gardnercompany.net/

",null
Boise,US Bank Plaza,http://skyscraperpage.com/diagrams/images/22345.gif,http://skyscraperpage.com/cities/?buildingID=1074,267,null,1978,20,Building Uses - office; Structural Types - highrise; Architectural Style - modern,"
- This is the tallest building in Idaho.



- This 18-story building is topped by two, enclosed mechanical levels.

",null
Boise,One Capital Center,http://skyscraperpage.com/diagrams/images/27591.gif,http://skyscraperpage.com/cities/?buildingID=10692,207,null,1975,14,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - glass - concrete,,null
Boise,Grove Hotel,http://skyscraperpage.com/diagrams/images/82794.gif,http://skyscraperpage.com/cities/?buildingID=8036,197,null,2000,16,Building Uses - hotel; Structural Types - highrise; Architectural Style - modern; Materials - concrete,,null
Boise,Aspen Lofts,http://skyscraperpage.com/diagrams/images/83948.gif,http://skyscraperpage.com/cities/?buildingID=55118,194,2007,2009,17,Building Uses - residential - office - parking garage - retail; Structural Types - highrise; Architectural Style - modern,"
- Architect: Tamura & Associates



- Developer: Scott Kimball

",null
Boise,Banner Bank Building,http://skyscraperpage.com/diagrams/images/82715.gif,http://skyscraperpage.com/cities/?buildingID=41627,181,2004,2006,11,Building Uses - office; Structural Types - highrise; Architectural Style - postmodern,"
- Architect: HDR Architecture



- Developer: The Christensen Corp.

",null
Boise,Wells Fargo Center,http://skyscraperpage.com/diagrams/images/82716.gif,http://skyscraperpage.com/cities/?buildingID=8030,180,null,1988,11,Building Uses - office; Structural Types - highrise; Architectural Style - modern,,null
Boise,Key Center,http://skyscraperpage.com/diagrams/images/82719.gif,http://skyscraperpage.com/cities/?buildingID=8034,174,null,1982,13,Building Uses - office; Structural Types - highrise; Architectural Style - modern,,null
Boise,Hoff Building,http://skyscraperpage.com/diagrams/images/83949.gif,http://skyscraperpage.com/cities/?buildingID=8035,164,null,1930,14,Building Uses - office; Structural Types - highrise; Architectural Style - art deco - streamline moderne,,null
Boise,Washington Mutual Building,http://skyscraperpage.com/diagrams/images/82720.gif,http://skyscraperpage.com/cities/?buildingID=8031,161,null,1995,11,Building Uses - office; Structural Types - highrise; Architectural Style - postmodern,,null
Boise,Idaho Power Building,http://skyscraperpage.com/diagrams/images/27601.gif,http://skyscraperpage.com/cities/?buildingID=30338,160,null,null,9,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - concrete,,null
Boise,Imperial Plaza,http://skyscraperpage.com/diagrams/images/84284.gif,http://skyscraperpage.com/cities/?buildingID=109681,136,null,1964,12,Building Uses - residential; Structural Types - highrise; Architectural Style - modern; Materials - glass - concrete,,null
Boise,Hampton Inn & Suites Boise/Downtown,http://skyscraperpage.com/diagrams/images/60386.gif,http://skyscraperpage.com/cities/?buildingID=55120,120,2005,2006,11,Building Uses - hotel - conference - parking garage - fitness center; Structural Types - highrise; Architectural Style - postmodern,,null
Boise,CW Moore Plaza,http://skyscraperpage.com/diagrams/images/27598.gif,http://skyscraperpage.com/cities/?buildingID=30339,117,1997,1999,8,Building Uses - office; Structural Types - highrise; Architectural Style - modern,,null
Boise,,,,,,,,,,null
Boston,Boylston Apartment Tower,http://skyscraperpage.com/diagrams/images/82111.gif,http://skyscraperpage.com/cities/?buildingID=72293,null,null,1967,26,Building Uses - residential - parking garage; Structural Types - highrise; Architectural Style - modern,null,null
Boston,Fairfield Apartment Tower,http://skyscraperpage.com/diagrams/images/82110.gif,http://skyscraperpage.com/cities/?buildingID=72292,null,null,1967,26,Building Uses - residential; Structural Types - highrise; Architectural Style - modern,null,null
Boston,CITGO Sign,http://skyscraperpage.com/diagrams/images/3059.gif,http://skyscraperpage.com/cities/?buildingID=3061,null,null,1940,null,Building Uses - monument; Structural Types - tower - sign,null,null
Boston,45 Province Street,http://skyscraperpage.com/diagrams/images/72504.gif,http://skyscraperpage.com/cities/?buildingID=68553,null,2007,2009,31,"Building Uses - residential - parking garage - retail; Structural Types - highrise; Architectural Style - postmodern; Materials - concrete, reinforced",null,null
Boston,50 Milk Street,http://skyscraperpage.com/diagrams/images/82363.gif,http://skyscraperpage.com/cities/?buildingID=22447,null,null,1981,21,Building Uses - office; Structural Types - highrise; Architectural Style - postmodern,null,null
Boston,255 State Street,http://skyscraperpage.com/diagrams/images/85229.gif,http://skyscraperpage.com/cities/?buildingID=22429,null,null,1916,11,Building Uses - office; Structural Types - highrise,null,null
Boston,73 Tremont Street,http://skyscraperpage.com/diagrams/images/85357.gif,http://skyscraperpage.com/cities/?buildingID=22377,null,null,1895,13,Building Uses - office; Structural Types - highrise,null,null
Boston,Fiduciary Trust Building,http://skyscraperpage.com/diagrams/images/72582.gif,http://skyscraperpage.com/cities/?buildingID=32343,null,null,1977,17,Building Uses - office; Structural Types - highrise - narrow base; Architectural Style - modern; Materials - glass - steel,null,null
Boston,101 Seaport Boulevard,http://skyscraperpage.com/diagrams/images/83732.gif,http://skyscraperpage.com/cities/?buildingID=107556,null,null,null,17,Building Uses - office; Structural Types - highrise,null,null
Boston,Ames Building,http://skyscraperpage.com/diagrams/images/63576.gif,http://skyscraperpage.com/cities/?buildingID=72213,null,null,1889,13,Building Uses - office; Structural Types - highrise,null,null
Boston,695 Atlantic Avenue,http://skyscraperpage.com/diagrams/images/85190.gif,http://skyscraperpage.com/cities/?buildingID=22430,null,null,1900,11,Building Uses - office; Structural Types - highrise,null,null
Boston,Vertex Tower B,http://skyscraperpage.com/diagrams/images/82667.gif,http://skyscraperpage.com/cities/?buildingID=37344,null,2012,2013,18,Building Uses - office - parking garage - science; Structural Types - highrise; Architectural Style - modern,null,null
Boston,Tremont on the Common,http://skyscraperpage.com/diagrams/images/82610.gif,http://skyscraperpage.com/cities/?buildingID=72289,null,null,1969,26,Building Uses - residential - parking garage; Structural Types - highrise; Architectural Style - modern,null,null
Boston,GrandMarc Residence Hall,http://skyscraperpage.com/diagrams/images/82090.gif,http://skyscraperpage.com/cities/?buildingID=68595,null,2012,2015,17,Building Uses - residential; Structural Types - highrise; Architectural Style - modern,null,null
Boston,Vertex Tower A,http://skyscraperpage.com/diagrams/images/82666.gif,http://skyscraperpage.com/cities/?buildingID=35742,null,2011,2013,18,Building Uses - office - parking garage; Structural Types - highrise; Architectural Style - modern,null,null
Boston,Sheraton Boston Hotel North Tower,http://skyscraperpage.com/diagrams/images/82419.gif,http://skyscraperpage.com/cities/?buildingID=107565,null,null,null,29,Building Uses - hotel; Structural Types - highrise,null,null
Boston,Gloucester Apartment Tower,http://skyscraperpage.com/diagrams/images/82332.gif,http://skyscraperpage.com/cities/?buildingID=22535,null,null,1967,26,Building Uses - residential; Structural Types - highrise; Architectural Style - modern,null,null
Boston,South Block,http://skyscraperpage.com/diagrams/images/82113.gif,http://skyscraperpage.com/cities/?buildingID=72291,null,null,1974,26,Building Uses - residential - university; Structural Types - highrise; Architectural Style - brutalist,null,null
Boston,Levinson Tower,http://skyscraperpage.com/diagrams/images/82472.gif,http://skyscraperpage.com/cities/?buildingID=72294,null,1975,1977,27,Building Uses - residential; Structural Types - highrise; Architectural Style - modern,null,null
Boston,Prudential Tower,http://skyscraperpage.com/diagrams/images/36822.gif,http://skyscraperpage.com/cities/?buildingID=2188,907,null,1964,52,Building Uses - office - communication - observation - restaurant; Structural Types - highrise; Architectural Style - international,"
Architect: The Luckman Partnership

",null
Boston,John Hancock Tower,http://skyscraperpage.com/diagrams/images/72585.gif,http://skyscraperpage.com/cities/?buildingID=1287,790,1972,1976,60,Building Uses - office; Structural Types - highrise - tuned mass damper; Architectural Style - modern; Materials - glass - steel,,null
Boston,Four Seasons Hotel & Private Residences,http://skyscraperpage.com/diagrams/images/81459.gif,http://skyscraperpage.com/cities/?buildingID=35034,755,2015,null,61,Building Uses - mixed use - garden - hotel - parking garage - residential - retail - fitness center; Structural Types - highrise; Architectural Style - modern,"
Architect: Pei Cobb Freed & Partners; Cambridge Seven Associates

Developer: Carpenter & Company

",null
Boston,Millennium Tower,http://skyscraperpage.com/diagrams/images/78489.gif,http://skyscraperpage.com/cities/?buildingID=83924,685,2013,2016,55,Building Uses - mixed use - office - parking garage - residential - retail; Structural Types - highrise; Architectural Style - modern; Materials - glass,"
Architect: Handel Architects

Developer: Millennium Partners



Will be tied for tallest residential tower in Boston with Copley Place

",null
Boston,One Financial Center,http://skyscraperpage.com/diagrams/images/36078.gif,http://skyscraperpage.com/cities/?buildingID=426,683,null,1983,46,Building Uses - office - communication - parking garage; Structural Types - highrise; Architectural Style - modern - postmodern; Materials - glass - steel - concrete,"
Architect: Jung Brannen Associates

",null
Boston,Federal Reserve Bank,http://skyscraperpage.com/diagrams/images/72502.gif,http://skyscraperpage.com/cities/?buildingID=448,614,1969,1977,32,Building Uses - office - conference - parking garage; Structural Types - highrise - cantilever - hole; Architectural Style - modern,,null
Boston,BNY Mellon Center at One Boston Place,http://skyscraperpage.com/diagrams/images/72501.gif,http://skyscraperpage.com/cities/?buildingID=4511,601,null,1970,41,Building Uses - office; Structural Types - highrise - cross brace; Architectural Style - international - structural expressionism,"
Architect: Pietro Belluschi

",null
Boston,One International Place,http://skyscraperpage.com/diagrams/images/9708.gif,http://skyscraperpage.com/cities/?buildingID=352,600,null,1987,46,Building Uses - office; Structural Types - highrise; Architectural Style - postmodern,"
- This is one in three buildings in International Place complex.

",null
Boston,100 Federal Street,http://skyscraperpage.com/diagrams/images/78024.gif,http://skyscraperpage.com/cities/?buildingID=1290,591,1968,1971,37,Building Uses - office; Structural Types - highrise - narrow base; Architectural Style - brutalist,"
Architect: Campbell, Aldrich, Nulty

",null
Boston,111 Huntington Avenue,http://skyscraperpage.com/diagrams/images/1893.gif,http://skyscraperpage.com/cities/?buildingID=228,554,1999,2002,36,Building Uses - office - conference - parking garage - retail; Structural Types - highrise; Architectural Style - postmodern,"
Architect: Childs Bertman Tseckares Inc.

",null
Boston,Two International Place,http://skyscraperpage.com/diagrams/images/9749.gif,http://skyscraperpage.com/cities/?buildingID=1315,538,null,1992,35,Building Uses - office - conference - parking garage - restaurant - retail; Structural Types - highrise; Architectural Style - postmodern,"
- This is one of three buildings in the Internationl Place office complex.

",null
Boston,One Post Office Square,http://skyscraperpage.com/diagrams/images/72506.gif,http://skyscraperpage.com/cities/?buildingID=2192,525,null,1981,40,Building Uses - office - parking garage; Structural Types - highrise; Architectural Style - postmodern; Materials - glass - steel - concrete,"
- Architect: Jung Brannen Associates

",null
Boston,One Federal Street,http://skyscraperpage.com/diagrams/images/9762.gif,http://skyscraperpage.com/cities/?buildingID=2207,520,null,1975,38,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - stone,"
- Architect: Architects Collaborative



- The facade is composed of aggregate, a combination of many different stone ; Materials.

",null
Boston,Exchange Place,http://skyscraperpage.com/diagrams/images/1056.gif,http://skyscraperpage.com/cities/?buildingID=1058,510,1981,1984,40,Building Uses - office - parking garage; Structural Types - highrise; Architectural Style - modern,,null
Boston,60 State Street,http://skyscraperpage.com/diagrams/images/2202.gif,http://skyscraperpage.com/cities/?buildingID=2204,509,null,1977,38,Building Uses - office - restaurant; Structural Types - highrise; Architectural Style - modern,,null
Boston,One Beacon Street,http://skyscraperpage.com/diagrams/images/47720.gif,http://skyscraperpage.com/cities/?buildingID=7011,507,null,1971,37,Building Uses - office - parking garage; Structural Types - highrise; Architectural Style - modern,,null
Boston,State Street Financial Center,http://skyscraperpage.com/diagrams/images/68782.gif,http://skyscraperpage.com/cities/?buildingID=3081,503,2000,2003,36,Building Uses - office - parking garage; Structural Types - highrise; Architectural Style - postmodern,"
Architect: Jung Brannen Associates

",null
Boston,28 State Street,http://skyscraperpage.com/diagrams/images/9890.gif,http://skyscraperpage.com/cities/?buildingID=2206,500,null,1970,40,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - granite,"
Architect: Architects Collaborative

",null
Boston,Marriott's Custom House,http://skyscraperpage.com/diagrams/images/84516.gif,http://skyscraperpage.com/cities/?buildingID=4594,496,1913,1915,32,Building Uses - hotel - museum - parking garage - restaurant - fitness center; Structural Types - highrise - clock; Architectural Style - neo-classical,"
The tower was unoccupied and inaccessible for 14 years before Marriott converted it into an 80 room hotel.

Replaced Boston's original Custom House, which was completed in 1847. The famous clock in the upper tower is 22 feet wide. Tallest building in Boston for 49 years; surpassed in 1964 by the Prudential Tower.

The second floor of the lobby features a rotating selection of exhibits from the Peabody Essex Museum.

The 26th floor of the hotel features an indoor/outdoor observation deck that provides guests a 360-degree view of the city and surrounding areas.

",null
Boston,John Hancock Building,http://skyscraperpage.com/diagrams/images/20332.gif,http://skyscraperpage.com/cities/?buildingID=4291,495,null,1947,26,Building Uses - office; Structural Types - highrise; Architectural Style - art deco,,null
Boston,225 Franklin Street,http://skyscraperpage.com/diagrams/images/20331.gif,http://skyscraperpage.com/cities/?buildingID=684,477,null,1966,33,Building Uses - office - parking garage; Structural Types - highrise; Architectural Style - modern,,null
Boston,33 Arch Street,http://skyscraperpage.com/diagrams/images/72503.gif,http://skyscraperpage.com/cities/?buildingID=3649,477,2001,2004,33,Building Uses - office - parking garage; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel,"
Architect: Elkus/Manfredi Architects

",null
Boston,The Ritz-Carlton Boston Common,http://skyscraperpage.com/diagrams/images/15502.gif,http://skyscraperpage.com/cities/?buildingID=698,475,null,2001,38,Building Uses - hotel - conference - parking garage - residential - restaurant - retail - fitness center; Structural Types - highrise; Architectural Style - modern; Materials - glass,"
Architect: Childs Bertman Tseckares

",null
Boston,125 High Street,http://skyscraperpage.com/diagrams/images/72505.gif,http://skyscraperpage.com/cities/?buildingID=685,452,null,1991,30,Building Uses - office - parking garage; Structural Types - highrise; Architectural Style - postmodern,"
Architect: Jung Brannen Associates

",null
Boston,100 Summer Street,http://skyscraperpage.com/diagrams/images/25172.gif,http://skyscraperpage.com/cities/?buildingID=686,450,null,1974,32,Building Uses - office; Structural Types - highrise; Architectural Style - international,,null
Boston,Avalon North Station,http://skyscraperpage.com/diagrams/images/82317.gif,http://skyscraperpage.com/cities/?buildingID=38667,449,2014,2016,37,Building Uses - residential - parking garage - restaurant - retail; Structural Types - highrise; Architectural Style - postmodern,"
Architect: Childs Bertman Tseckares Inc.

",null
Boston,The Ritz-Carlton Residences,http://skyscraperpage.com/diagrams/images/25573.gif,http://skyscraperpage.com/cities/?buildingID=699,446,null,2001,36,Building Uses - residential - hotel - parking garage - restaurant - retail; Structural Types - highrise; Architectural Style - modern,"
Architect: Childs Bertman Tseckares

",null
Boston,Atlantic Wharf,http://skyscraperpage.com/diagrams/images/73385.gif,http://skyscraperpage.com/cities/?buildingID=30083,436,2006,2011,32,Building Uses - mixed use - hotel - office - parking garage - residential - retail; Structural Types - highrise; Architectural Style - modern,,null
Boston,McCormack Building,http://skyscraperpage.com/diagrams/images/26554.gif,http://skyscraperpage.com/cities/?buildingID=687,401,null,1975,22,Building Uses - office - conference - government - parking garage; Structural Types - highrise; Architectural Style - international,,null
Boston,Keystone Building,http://skyscraperpage.com/diagrams/images/23479.gif,http://skyscraperpage.com/cities/?buildingID=688,400,null,1971,32,Building Uses - office; Structural Types - highrise; Architectural Style - modern,,null
Boston,Harbor Towers I,http://skyscraperpage.com/diagrams/images/13950.gif,http://skyscraperpage.com/cities/?buildingID=690,400,null,1971,40,Building Uses - residential; Structural Types - highrise; Architectural Style - modern; Materials - concrete,"
- This tower is slightly taller than its ""twin"" tower by 4 feet.

",null
Boston,One Devonshire Place,http://skyscraperpage.com/diagrams/images/690.gif,http://skyscraperpage.com/cities/?buildingID=692,396,1980,1983,42,Building Uses - mixed use - office - parking garage - residential; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel - concrete,"
Architect: Steffian Bradley Associates

",null
